_id,ID,Option,Point,Comment
658bbd06f6a7a54f2506c738,sdl8***,선택 옵션\n갤럭시노트20 울트라 256GB,3,가격 만큼이네요.  잘쓸게요.
658bbd06f6a7a54f2506c73a,teac*******,선택 옵션\n갤럭시노트20 울트라 256GB,5,겉이 스티커자국이 많아요
658bbd06f6a7a54f2506c73c,ykw1***,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd06f6a7a54f2506c73e,mara********,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd06f6a7a54f2506c740,askw***,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd06f6a7a54f2506c742,gh59**,선택 옵션\n갤럭시노트20 울트라 256GB,5,정말 배송 너무 빠릅니다 감사합니다
658bbd06f6a7a54f2506c744,xnik**,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd06f6a7a54f2506c746,echo****,선택 옵션\n갤럭시노트20 울트라 256GB,5,너무 마음에 들어요 ~ 새것 같아요
658bbd06f6a7a54f2506c748,lyw9***,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd06f6a7a54f2506c74a,inwo***,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd06f6a7a54f2506c74c,coke****,선택 옵션\n갤럭시노트20 울트라 256GB,4,
658bbd06f6a7a54f2506c74e,moon*****,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd07f6a7a54f2506c750,bada****,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd07f6a7a54f2506c752,cara****,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd07f6a7a54f2506c754,jiho*******,선택 옵션\n갤럭시노트20 울트라 256GB,4,
658bbd07f6a7a54f2506c756,hein*****,선택 옵션\n갤럭시노트20 울트라 256GB,5,거의 새 제품 같아요!!
658bbd07f6a7a54f2506c758,oh50**,선택 옵션\n갤럭시노트20 울트라 256GB,5,원하던 상품 좋아요
658bbd07f6a7a54f2506c75a,S|11***************,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd07f6a7a54f2506c75c,jdk1***,선택 옵션\n갤럭시노트20 울트라 256GB,5,거의 새거
658bbd07f6a7a54f2506c75e,kjss****,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd07f6a7a54f2506c760,joaj****,선택 옵션\n갤럭시노트20 울트라 256GB,5,
658bbd07f6a7a54f2506c762,보라돌이1433,선택 옵션\n갤럭시노트20 울트라 256GB,3,
658bbd07f6a7a54f2506c764,uoou***,선택 옵션\n갤럭시노트20 울트라 256GB,5,
